ID	CRISPRtype	MLST	CRISPR_incomplete	CRISPR_array	Anycas	Ambiguous	I-Fab	P1virus	P1virus(incomplete)
ab05533		2						P1virus	
ab05534		2						P1virus	P1virus(incomplete)
ab05535		2						P1virus	
ab05536		2						P1virus	P1virus(incomplete)
ab05537		2						P1virus	
ab05538	I-F,IV-A3	875					I-Fb		
ab05539		46						P1virus	
ab05540		46						P1virus	
ab05541		2						P1virus	P1virus(incomplete)
ab05542		878							
ab05543		2			anycas	ambiguous		P1virus	P1virus(incomplete)
ab05544		46						P1virus	
ab05545		2						P1virus	P1virus(incomplete)
ab05546		2						P1virus	P1virus(incomplete)
ab05547		2						P1virus	P1virus(incomplete)
ab05548		2						P1virus	
ab05549		2						P1virus	
ab05550		2						P1virus	P1virus(incomplete)
ab05551		2			anycas	ambiguous		P1virus	P1virus(incomplete)
ab05552		-			anycas	ambiguous		P1virus	P1virus(incomplete)
ab05553		2						P1virus	P1virus(incomplete)
ab05554		2						P1virus	P1virus(incomplete)
ab05555		2						P1virus	P1virus(incomplete)
ab05556		2			anycas	ambiguous		P1virus	P1virus(incomplete)
ab05557		46						P1virus	
ab05558		2			anycas	ambiguous		P1virus	P1virus(incomplete)
ab05559		2			anycas	ambiguous		P1virus	P1virus(incomplete)
ab05560		46						P1virus	P1virus(incomplete)
ab05561		46						P1virus	
ab05562		2						P1virus	P1virus(incomplete)
ab05563		46						P1virus	
ab05564		2						P1virus	
ab05565		2						P1virus	P1virus(incomplete)
ab05566		2						P1virus	P1virus(incomplete)
ab05567		46						P1virus	
ab05568		2						P1virus	
ab05569		2						P1virus	
ab05570		2						P1virus	P1virus(incomplete)
ab05571		46						P1virus	
ab05572		2						P1virus	P1virus(incomplete)
ab05573		46						P1virus	
ab05574		2						P1virus	
ab05575		2						P1virus	
ab05576		-			anycas	ambiguous		P1virus	P1virus(incomplete)
ab05577		23						P1virus	P1virus(incomplete)
ab05578		2						P1virus	P1virus(incomplete)
ab05579		879							
ab05580		2						P1virus	P1virus(incomplete)
ab05581		2						P1virus	P1virus(incomplete)
ab05582		2						P1virus	P1virus(incomplete)
ab05583		-						P1virus	P1virus(incomplete)
ab05584		2			anycas	ambiguous		P1virus	P1virus(incomplete)
ab05585		10							
ab05586		-						P1virus	
ab05587		2						P1virus	P1virus(incomplete)
ab05588		2							
ab05589		2						P1virus	P1virus(incomplete)
ab05590	I-F	79					I-Fa		
ab05591		85							
ab05592		85							
ab05593		2						P1virus	
ab05594	I-F	1					I-Fb		
ab05595		2						P1virus	
ab05596		920							
ab05597		412							
ab05598		412							
ab05599		2						P1virus	
ab05600	I-F	79					I-Fa	P1virus	
ab05601		2						P1virus	
ab05602		2							
ab05603	I-F	1					I-Fb		
ab05604	I-F	1					I-Fb		
ab05605		10						P1virus	P1virus(incomplete)
ab05606		2						P1virus	
ab05607		1580						P1virus	
ab05608		2						P1virus	
ab05609		1580						P1virus	
ab05610		1580						P1virus	
ab05611		1580						P1virus	
ab05612		2						P1virus	
ab05613		1580						P1virus	
ab05614		2						P1virus	
ab05615		2						P1virus	
ab05616		2						P1virus	
ab05618		156							
ab05619		156							
ab05620		156							
ab05621		156							
ab05622		156							
ab05623		156							
ab05624		156							
ab05625		156							
ab05626	I-F	738	incomplete				I-Fb		
ab05627	I-F	738	incomplete				I-Fb		
ab05628		-						P1virus	P1virus(incomplete)
ab05629		2						P1virus	
ab05630		2						P1virus	P1virus(incomplete)
ab05631		437							
ab05632		2							
ab05633		2							
ab05634		2							
ab05635		2							
ab05636		2							
ab05637		2						P1virus	P1virus(incomplete)
ab05638		2							
ab05639		3							
ab05640		2						P1virus	P1virus(incomplete)
ab05641		2							
ab05642		2							
ab05643		2							
ab05644		2							
ab05645		2							
ab05646		2							
ab05647		3							
ab05648		2						P1virus	P1virus(incomplete)
ab05649		1168							
ab05650		85							
ab05651		85							
ab05652		85							
ab05653		78							
ab05654		-						P1virus	P1virus(incomplete)
ab05655		2						P1virus	P1virus(incomplete)
ab05656		2						P1virus	
ab05657		2						P1virus	
ab05658		2							
ab05659		2						P1virus	P1virus(incomplete)
ab05660		1088							
ab05661		1195		arrays		ambiguous			
ab05662		250							
ab05663		406							
ab05664		2						P1virus	P1virus(incomplete)
ab05665		2						P1virus	P1virus(incomplete)
ab05666		2						P1virus	P1virus(incomplete)
ab05667		2						P1virus	P1virus(incomplete)
ab05668		2						P1virus	
ab05669		2							
ab05670		1088							
ab05671		2							
ab05672		2						P1virus	P1virus(incomplete)
ab05673		2						P1virus	P1virus(incomplete)
ab05674	I-F	79					I-Fa		
ab05675		2							
ab05676		250							
ab05677		406							
ab05678		2						P1virus	P1virus(incomplete)
ab05679		2						P1virus	
ab05680		2						P1virus	P1virus(incomplete)
ab05681		2						P1virus	P1virus(incomplete)
ab05682		1088							
ab05683	I-F	79					I-Fa		
ab05684		1088							
ab05685		2							
ab05686		2						P1virus	
ab05687		2							
ab05688		2							
ab05689		2						P1virus	P1virus(incomplete)
ab05690		2							
ab05691		2						P1virus	
ab05692		1088							
ab05693		2							
ab05694		2						P1virus	P1virus(incomplete)
ab05695		2							
ab05696		2						P1virus	P1virus(incomplete)
ab05697		2						P1virus	P1virus(incomplete)
ab05698		2						P1virus	P1virus(incomplete)
ab05699	I-F	79					I-Fa		
ab05700		2						P1virus	P1virus(incomplete)
ab05701		2						P1virus	
ab05702		2							
ab05703		2							
ab05704		2						P1virus	
ab05705		2						P1virus	P1virus(incomplete)
ab05706		2						P1virus	
ab05707		2						P1virus	
ab05708		10						P1virus	
ab05709		2						P1virus	P1virus(incomplete)
ab05710		2						P1virus	
ab05711		2						P1virus	P1virus(incomplete)
ab05712		1088							
ab05713		1088							
ab05714		2						P1virus	P1virus(incomplete)
ab05715		2							
ab05716		2						P1virus	P1virus(incomplete)
ab05717		2						P1virus	
ab05718		2						P1virus	
ab05719		2						P1virus	P1virus(incomplete)
ab05720		2						P1virus	P1virus(incomplete)
ab05721		2						P1virus	P1virus(incomplete)
ab05722		2							
ab05723		2						P1virus	P1virus(incomplete)
ab05724		941							
ab05725		79							
ab05726		79							
ab05727		79							
ab05728		79							
ab05729		79							
ab05730		79							
ab05731		2						P1virus	
ab05732		2						P1virus	
ab05733		2							
ab05734		2						P1virus	
ab05735		2						P1virus	P1virus(incomplete)
ab05736		2						P1virus	
ab05737		2						P1virus	
ab05738		2							
ab05739		2						P1virus	P1virus(incomplete)
ab05740		2						P1virus	
ab05741		2						P1virus	
ab05742	I-F	25					I-Fb		
ab05743		10						P1virus	
ab05744	I-F	1					I-Fb		
ab05745		187						P1virus	
ab05746		2						P1virus	
ab05747		2						P1virus	
ab05748		2			anycas	ambiguous		P1virus	P1virus(incomplete)
ab05749		2						P1virus	P1virus(incomplete)
ab05750		2						P1virus	
ab05751	I-F	52					I-Fa		
ab05752	I-F	81					I-Fb		
ab05753		2							
ab05754		2							
ab05755		2							
ab05756	I-F	81					I-Fb		
ab05757		32							
ab05758		406							
ab05759		2						P1virus	P1virus(incomplete)
ab05760	I-F	150					I-Fa		
ab05761		78							
ab05762		810							
ab05763		2						P1virus	P1virus(incomplete)
ab05764		1048							
ab05765		2						P1virus	
ab05766		2						P1virus	
ab05767		142							
ab05768		2						P1virus	P1virus(incomplete)
ab05769		78							
ab05770		2						P1virus	P1virus(incomplete)
ab05771		48							
ab05772		2						P1virus	
ab05773		494							
ab05774		2						P1virus	
ab05775		464							
ab05776		2							
ab05777		2						P1virus	
ab05778		78							
ab05779		49		arrays	anycas	ambiguous			
ab05780		2							
ab05781	I-F,I-F	848					I-Fa,I-Fb	P1virus	P1virus(incomplete)
ab05782	I-F,I-F	498					I-Fa,I-Fb	P1virus	P1virus(incomplete)
ab05783		2						P1virus	
ab05784		2							
ab05785		406							
ab05786		2						P1virus	
ab05787		2						P1virus	P1virus(incomplete)
ab05788		2						P1virus	P1virus(incomplete)
ab05789		2						P1virus	
ab05790		2						P1virus	P1virus(incomplete)
ab05791	I-F	79					I-Fa		
ab05792		2						P1virus	
ab05793		2						P1virus	P1virus(incomplete)
ab05794		2							
ab05795		203		arrays		ambiguous			
ab05796		49		arrays	anycas	ambiguous			
ab05797	I-F	81					I-Fb	P1virus	
ab05798		2						P1virus	P1virus(incomplete)
ab05799		2							
ab05800	I-F	126					I-Fb		
ab05801		10							
ab05802		48						P1virus	
ab05803		2						P1virus	
ab05804		2						P1virus	
ab05805		2						P1virus	P1virus(incomplete)
ab05806		2						P1virus	P1virus(incomplete)
ab05807		203							
ab05808	I-F	150					I-Fa	P1virus	P1virus(incomplete)
ab05809		2							
ab05810		2						P1virus	
ab05811		2						P1virus	P1virus(incomplete)
ab05812		32							
ab05813		78							
ab05814	I-F	25					I-Fb		
ab05815		2						P1virus	
ab05816		49		arrays	anycas	ambiguous			
ab05817		2						P1virus	P1virus(incomplete)
ab05818		669							
ab05819		2						P1virus	
ab05820		2						P1virus	P1virus(incomplete)
ab05821		2							
ab05822		2						P1virus	
ab05823		2							
ab05824		2						P1virus	P1virus(incomplete)
ab05825		2						P1virus	
ab05826		1048							
ab05827		2						P1virus	P1virus(incomplete)
ab05828		509		arrays		ambiguous		P1virus	P1virus(incomplete)
ab05829		2						P1virus	P1virus(incomplete)
ab05830		2						P1virus	
ab05831		2						P1virus	P1virus(incomplete)
ab05832		2						P1virus	P1virus(incomplete)
ab05833		2						P1virus	P1virus(incomplete)
ab05834		2						P1virus	P1virus(incomplete)
ab05835		2						P1virus	P1virus(incomplete)
ab05836	I-F	79	incomplete				I-Fa		
ab05837		39		arrays		ambiguous			
ab05838		2						P1virus	
ab05839		2						P1virus	P1virus(incomplete)
ab05840		2						P1virus	
ab05841		1088							
ab05842		2						P1virus	
ab05843		2						P1virus	P1virus(incomplete)
ab05844		941							
ab05845		406							
ab05846		2						P1virus	
ab05847		2						P1virus	P1virus(incomplete)
ab05848		2						P1virus	
ab05849	I-F	150					I-Fa	P1virus	P1virus(incomplete)
ab05850		2						P1virus	
ab05851		2						P1virus	
ab05852		2						P1virus	
ab05853		32							
ab05854		2						P1virus	P1virus(incomplete)
ab05855		2						P1virus	P1virus(incomplete)
ab05856		2						P1virus	P1virus(incomplete)
ab05857		2						P1virus	
ab05858		2						P1virus	
ab05859		48						P1virus	
ab05860		406							
ab05861		2						P1virus	
ab05862		2						P1virus	P1virus(incomplete)
ab05863		2						P1virus	
ab05864		2							
ab05865		10							
ab05866		32							
ab05867		973							
ab05868		2							
ab05869		216							
ab05870	I-F	1					I-Fb		
ab05871	I-F	25					I-Fb		
ab05872		2						P1virus	P1virus(incomplete)
ab05873		250							
ab05874		2							
ab05875		2							
ab05876		250							
ab05877		412							
ab05878	I-F	150					I-Fa		
ab05879		49			anycas	ambiguous			
ab05880	I-F	79					I-Fa		
ab05881		32							
ab05882		10						P1virus	
ab05883		2							
ab05884		221			anycas	ambiguous		P1virus	
ab05885		2						P1virus	P1virus(incomplete)
ab05886		2						P1virus	
ab05887		2						P1virus	
ab05888		250							
ab05889		2						P1virus	P1virus(incomplete)
ab05890		1088							
ab05891		-							
ab05892		2						P1virus	P1virus(incomplete)
ab05893		2						P1virus	P1virus(incomplete)
ab05894		85							
ab05895	I-F	-					I-Fb		
ab05896		10						P1virus	
ab05897	I-F	505					I-Fb		
ab05898		2						P1virus	P1virus(incomplete)
ab05899		2						P1virus	
ab05900		11							
ab05901		1165							
ab05902		3							
ab05903	I-F	1					I-Fb		
ab05904		187							
ab05905		2							
ab05906	I-F	79					I-Fa		
ab05907		2						P1virus	
ab05908		2						P1virus	P1virus(incomplete)
ab05909		10						P1virus	
ab05910		2						P1virus	P1virus(incomplete)
ab05911		2							
ab05912		221			anycas	ambiguous		P1virus	
ab05913		1088							
ab05914		2						P1virus	
ab05915		2						P1virus	
ab05916		2						P1virus	
ab05917		2						P1virus	
ab05918		2						P1virus	P1virus(incomplete)
ab05919		2						P1virus	
ab05920	I-F	79	incomplete				I-Fa		
ab05921		2						P1virus	P1virus(incomplete)
ab05922		2						P1virus	P1virus(incomplete)
ab05923		2						P1virus	P1virus(incomplete)
ab05924		2						P1virus	
ab05925		2						P1virus	P1virus(incomplete)
ab05926		2						P1virus	P1virus(incomplete)
ab05927		2						P1virus	P1virus(incomplete)
ab05928		2						P1virus	P1virus(incomplete)
ab05929		-						P1virus	
ab05930		2						P1virus	
ab05931		2							
ab05932		2						P1virus	P1virus(incomplete)
ab05933		79						P1virus	P1virus(incomplete)
ab05934		2						P1virus	
ab05935		2						P1virus	
ab05936		250							
ab05937		2						P1virus	P1virus(incomplete)
ab05938		2						P1virus	P1virus(incomplete)
ab05939		250							
ab05940		2							
ab05941		250							
ab05942		2							
ab05943		250							
ab05944		2							
ab05945		2							
ab05946		2						P1virus	P1virus(incomplete)
ab05947		2						P1virus	P1virus(incomplete)
ab05948		2						P1virus	P1virus(incomplete)
ab05949		2							
ab05950		2						P1virus	
ab05951		2							
ab05952		2						P1virus	
ab05953		2						P1virus	P1virus(incomplete)
ab05954		2						P1virus	
ab05955		2							
ab05956		2						P1virus	P1virus(incomplete)
ab05957		250							
ab05958		2							
ab05959		2						P1virus	P1virus(incomplete)
ab05960		2						P1virus	
ab05961	I-F	79					I-Fa		
ab05962		3							
ab05963		2						P1virus	
ab05964		2						P1virus	
ab05965		2						P1virus	
ab05966		2							
ab05967		2						P1virus	P1virus(incomplete)
ab05968		2						P1virus	
ab05969		2						P1virus	
ab05970		48						P1virus	
ab05971		2						P1virus	P1virus(incomplete)
ab05972		2						P1virus	P1virus(incomplete)
ab05973		2						P1virus	
ab05974		2						P1virus	
ab05975		2						P1virus	
ab05976		2						P1virus	P1virus(incomplete)
ab05977		2						P1virus	
ab05978		2						P1virus	
ab05979		2						P1virus	P1virus(incomplete)
ab05980		2						P1virus	
ab05981		2						P1virus	
ab05982		10							
ab05983		2						P1virus	
ab05984		2							
ab05985		2						P1virus	
ab05986		2						P1virus	P1virus(incomplete)
ab05987		2						P1virus	P1virus(incomplete)
ab05988		2							
ab05989		2						P1virus	
ab05990		2						P1virus	
ab05991		2							
ab05992		2						P1virus	
ab05993	I-F	79					I-Fa		
ab05994		2						P1virus	P1virus(incomplete)
ab05995		406							
ab05996		406							
ab05997	I-F	79					I-Fa		
ab05998		2						P1virus	P1virus(incomplete)
ab05999		2						P1virus	P1virus(incomplete)
ab06000		2						P1virus	P1virus(incomplete)
ab06001		622							
ab06002	I-F	1					I-Fb		
ab06003		-							
ab06004		2							
ab06005		-							
ab06006		2							
ab06007		2							
ab06008	I-F	113					I-Fb		
ab06009		2							
ab06010		2						P1virus	P1virus(incomplete)
ab06011		2						P1virus	P1virus(incomplete)
ab06012		2						P1virus	P1virus(incomplete)
ab06013		2						P1virus	P1virus(incomplete)
ab06014		-							
ab06015		2						P1virus	P1virus(incomplete)
ab06016		2						P1virus	P1virus(incomplete)
ab06017		2							
ab06018		2						P1virus	P1virus(incomplete)
ab06019		2						P1virus	
ab06020		2						P1virus	P1virus(incomplete)
ab06021		2							
ab06022		2						P1virus	P1virus(incomplete)
ab06023		2							
ab06024		2						P1virus	P1virus(incomplete)
ab06025		2						P1virus	P1virus(incomplete)
ab06026		2						P1virus	P1virus(incomplete)
ab06027		-						P1virus	P1virus(incomplete)
ab06028		2							
ab06029		2							
ab06030		2							
ab06031		-						P1virus	
ab06032		2							
ab06033	I-F	16	incomplete				I-Fa	P1virus	
ab06034		2						P1virus	
ab06035		2						P1virus	P1virus(incomplete)
ab06036		2						P1virus	P1virus(incomplete)
ab06037		-							
ab06038		2						P1virus	
ab06039		1							
ab06040		1							
ab06041		2						P1virus	
ab06042		2						P1virus	
ab06043		2							
ab06044		2						P1virus	
ab06045		2						P1virus	P1virus(incomplete)
ab06046		2							
ab06047		2						P1virus	P1virus(incomplete)
ab06048		2						P1virus	P1virus(incomplete)
ab06049		2						P1virus	P1virus(incomplete)
ab06050		215						P1virus	P1virus(incomplete)
ab06051		2						P1virus	P1virus(incomplete)
ab06052		2						P1virus	
ab06053		2						P1virus	P1virus(incomplete)
ab06054		215						P1virus	P1virus(incomplete)
ab06055		2						P1virus	P1virus(incomplete)
ab06056		571						P1virus	P1virus(incomplete)
ab06057		2						P1virus	P1virus(incomplete)
ab06058		2						P1virus	
ab06059		2						P1virus	P1virus(incomplete)
ab06060		2						P1virus	P1virus(incomplete)
ab06061		2						P1virus	P1virus(incomplete)
ab06062		2						P1virus	P1virus(incomplete)
ab06063		730						P1virus	P1virus(incomplete)
ab06064		2						P1virus	P1virus(incomplete)
ab06065	I-F	307	incomplete				I-Fb		
ab06066		49		arrays	anycas	ambiguous		P1virus	
ab06067		2							
ab06068		2						P1virus	P1virus(incomplete)
ab06069		2						P1virus	P1virus(incomplete)
ab06070		2						P1virus	P1virus(incomplete)
ab06071		2						P1virus	P1virus(incomplete)
ab06072		2						P1virus	P1virus(incomplete)
ab06073		2						P1virus	P1virus(incomplete)
ab06074		2						P1virus	P1virus(incomplete)
ab06075		2						P1virus	P1virus(incomplete)
ab06076		2						P1virus	P1virus(incomplete)
ab06077		2						P1virus	P1virus(incomplete)
ab06078		2						P1virus	P1virus(incomplete)
ab06079		2						P1virus	P1virus(incomplete)
ab06080		2						P1virus	P1virus(incomplete)
ab06081		2						P1virus	P1virus(incomplete)
ab06082		2						P1virus	P1virus(incomplete)
ab06083		2						P1virus	P1virus(incomplete)
ab06084		2						P1virus	P1virus(incomplete)
ab06085		2						P1virus	P1virus(incomplete)
ab06086		2						P1virus	P1virus(incomplete)
ab06087		2						P1virus	P1virus(incomplete)
ab06088		2						P1virus	P1virus(incomplete)
ab06089		2						P1virus	P1virus(incomplete)
ab06090		2						P1virus	P1virus(incomplete)
ab06091		2						P1virus	P1virus(incomplete)
ab06092		2						P1virus	P1virus(incomplete)
ab06093		2						P1virus	P1virus(incomplete)
ab06094		2						P1virus	P1virus(incomplete)
ab06095	I-F	1					I-Fb		
ab06096		294							
ab06097		164							
ab06098		3							
ab06099	I-F	20					I-Fb		
ab06100		3							
ab06101	I-F	20					I-Fb		
ab06102		2							
ab06103		2							
ab06104		2							
ab06105	I-F	20					I-Fb		
ab06106	I-F	138					I-Fa		
ab06107		923							
ab06108		927							
ab06109		23			anycas	ambiguous		P1virus	P1virus(incomplete)
ab06110	I-F	25					I-Fb	P1virus	P1virus(incomplete)
ab06111		821							
ab06112		240							
ab06113		1179							
ab06114		690							
ab06115		938							
ab06116	I-F	138					I-Fb		
ab06117		2							
ab06118		-							
ab06119	I-F,I-F	-	incomplete				I-Fb		
ab06120		-							
ab06121		-							
ab06122	I-F	1					I-Fb		
ab06123		2						P1virus	P1virus(incomplete)
ab06124		85							
ab06125		-							
ab06126		85							
ab06127		-							
ab06128		-							
ab06129		85							
ab06130		-							
ab06131		-							
ab06132		85							
ab06133		-							
ab06134		-							
ab06135		2							
ab06136		2						P1virus	
ab06137		2						P1virus	
ab06138		2							
ab06139		2						P1virus	P1virus(incomplete)
ab06140		2						P1virus	P1virus(incomplete)
ab06141		2						P1virus	P1virus(incomplete)
